PSnF,PS,PL,PC,FP,FN,atributos,Total,confianza,soporte,SA,SF
0.743,0.709,0.737,0.737,0,47,38,110,0.95,0.003,16,4
0.743,0.709,0.631,0.631,59,7,38,610,0.5,0.006,16,4
0.743,0.709,0.793,0.793,2,35,38,259,0.8,0.006,16,4
0.743,0.709,0.793,0.793,1,36,38,158,0.85,0.006,16,4
0.743,0.709,0.737,0.737,0,47,38,103,0.9,0.006,16,4
0.743,0.709,0.737,0.737,0,47,38,70,0.95,0.006,16,4
0.743,0.709,0.631,0.631,59,7,38,361,0.5,0.011,16,4
0.743,0.709,0.793,0.793,2,35,38,143,0.8,0.011,16,4
0.743,0.709,0.777,0.777,1,39,38,97,0.85,0.011,16,4
0.743,0.709,0.737,0.737,0,47,38,66,0.9,0.011,16,4
0.743,0.709,0.737,0.737,0,47,38,33,0.95,0.011,16,4
0.743,0.698,0.631,0.631,59,7,38,189,0.5,0.022,16,4
0.743,0.698,0.799,0.799,1,35,38,61,0.8,0.022,16,4
0.743,0.698,0.777,0.777,1,39,38,49,0.85,0.022,16,4
0.743,0.698,0.737,0.737,0,47,38,35,0.9,0.022,16,4
0.743,0.698,0.737,0.737,0,47,38,17,0.95,0.022,16,4
0.743,0.615,0.631,0.631,59,7,38,79,0.5,0.045,16,4
0.743,0.615,0.771,0.771,0,41,38,18,0.8,0.045,16,4
0.743,0.615,0.749,0.749,0,45,38,13,0.85,0.045,16,4
0.743,0.615,0.737,0.737,0,47,38,11,0.9,0.045,16,4
0.743,0.615,0.737,0.737,0,47,38,6,0.95,0.045,16,4
0.743,0.615,0.816,0.816,14,19,38,2,0.5,0.18,16,4
0.743,0.615,0.615,0.615,0,69,38,0,0.8,0.18,16,4
0.743,0.615,0.615,0.615,0,69,38,0,0.85,0.18,16,4
0.743,0.615,0.615,0.615,0,69,38,0,0.9,0.18,16,4
0.743,0.615,0.615,0.615,0,69,38,0,0.95,0.18,16,4
0.743,0.709,0.631,0.631,59,7,40,1114,0.5,0.0,16,6
0.743,0.709,0.793,0.793,2,35,40,505,0.8,0.0,16,6
0.743,0.709,0.793,0.793,1,36,40,403,0.85,0.0,16,6
0.743,0.709,0.737,0.737,0,47,40,352,0.9,0.0,16,6
0.743,0.709,0.737,0.737,0,47,40,317,0.95,0.0,16,6
0.743,0.709,0.631,0.631,59,7,40,952,0.5,0.001,16,6
0.743,0.709,0.793,0.793,2,35,40,343,0.8,0.001,16,6
0.743,0.709,0.793,0.793,1,36,40,241,0.85,0.001,16,6
0.743,0.709,0.737,0.737,0,47,40,190,0.9,0.001,16,6
0.743,0.709,0.737,0.737,0,47,40,155,0.95,0.001,16,6
0.743,0.709,0.631,0.631,59,7,40,839,0.5,0.003,16,6
0.743,0.709,0.793,0.793,2,35,40,302,0.8,0.003,16,6
0.743,0.709,0.793,0.793,1,36,40,200,0.85,0.003,16,6
0.743,0.709,0.737,0.737,0,47,40,149,0.9,0.003,16,6
0.743,0.709,0.737,0.737,0,47,40,114,0.95,0.003,16,6
0.743,0.709,0.631,0.631,59,7,40,619,0.5,0.006,16,6
0.743,0.709,0.793,0.793,2,35,40,260,0.8,0.006,16,6
0.743,0.709,0.793,0.793,1,36,40,158,0.85,0.006,16,6
0.743,0.709,0.737,0.737,0,47,40,107,0.9,0.006,16,6
0.743,0.709,0.737,0.737,0,47,40,72,0.95,0.006,16,6
0.743,0.709,0.631,0.631,59,7,40,355,0.5,0.011,16,6
0.743,0.709,0.793,0.793,2,35,40,138,0.8,0.011,16,6
0.743,0.709,0.777,0.777,1,39,40,95,0.85,0.011,16,6
0.743,0.709,0.737,0.737,0,47,40,67,0.9,0.011,16,6
0.743,0.709,0.737,0.737,0,47,40,32,0.95,0.011,16,6
0.743,0.698,0.631,0.631,59,7,40,176,0.5,0.022,16,6
0.743,0.698,0.799,0.799,1,35,40,57,0.8,0.022,16,6
0.743,0.698,0.777,0.777,1,39,40,47,0.85,0.022,16,6
0.743,0.698,0.737,0.737,0,47,40,34,0.9,0.022,16,6
0.743,0.698,0.737,0.737,0,47,40,16,0.95,0.022,16,6
0.743,0.615,0.631,0.631,59,7,40,69,0.5,0.045,16,6
0.743,0.615,0.771,0.771,0,41,40,15,0.8,0.045,16,6
0.743,0.615,0.749,0.749,0,45,40,12,0.85,0.045,16,6
0.743,0.615,0.737,0.737,0,47,40,10,0.9,0.045,16,6
0.743,0.615,0.737,0.737,0,47,40,5,0.95,0.045,16,6
0.743,0.615,0.816,0.816,14,19,40,2,0.5,0.18,16,6
0.743,0.615,0.615,0.615,0,69,40,0,0.8,0.18,16,6
0.743,0.615,0.615,0.615,0,69,40,0,0.85,0.18,16,6
0.743,0.615,0.615,0.615,0,69,40,0,0.9,0.18,16,6
0.743,0.615,0.615,0.615,0,69,40,0,0.95,0.18,16,6
0.743,0.709,0.631,0.631,59,7,42,1177,0.5,0.0,16,8
0.743,0.709,0.838,0.838,4,25,42,541,0.8,0.0,16,8
0.743,0.709,0.838,0.838,3,26,42,439,0.85,0.0,16,8
0.743,0.709,0.816,0.816,2,31,42,383,0.9,0.0,16,8
0.743,0.709,0.788,0.788,0,38,42,344,0.95,0.0,16,8
0.743,0.709,0.631,0.631,59,7,42,1009,0.5,0.001,16,8
0.743,0.709,0.838,0.838,4,25,42,373,0.8,0.001,16,8
0.743,0.709,0.838,0.838,3,26,42,271,0.85,0.001,16,8
0.743,0.709,0.816,0.816,2,31,42,215,0.9,0.001,16,8
0.743,0.709,0.788,0.788,0,38,42,176,0.95,0.001,16,8
0.743,0.709,0.631,0.631,59,7,42,881,0.5,0.003,16,8
0.743,0.709,0.838,0.838,4,25,42,322,0.8,0.003,16,8
0.743,0.709,0.838,0.838,3,26,42,220,0.85,0.003,16,8
0.743,0.709,0.816,0.816,2,31,42,164,0.9,0.003,16,8
0.743,0.709,0.788,0.788,0,38,42,125,0.95,0.003,16,8
0.743,0.709,0.631,0.631,59,7,42,638,0.5,0.006,16,8
0.743,0.709,0.838,0.838,4,25,42,272,0.8,0.006,16,8
0.743,0.709,0.838,0.838,3,26,42,170,0.85,0.006,16,8
0.743,0.709,0.816,0.816,2,31,42,114,0.9,0.006,16,8
0.743,0.709,0.788,0.788,0,38,42,75,0.95,0.006,16,8
0.743,0.709,0.631,0.631,59,7,42,357,0.5,0.011,16,8
0.743,0.709,0.838,0.838,4,25,42,141,0.8,0.011,16,8
0.743,0.709,0.827,0.827,3,28,42,97,0.85,0.011,16,8
0.743,0.709,0.816,0.816,2,31,42,68,0.9,0.011,16,8
0.743,0.709,0.788,0.788,0,38,42,29,0.95,0.011,16,8
0.743,0.698,0.631,0.631,59,7,42,179,0.5,0.022,16,8
0.743,0.698,0.844,0.844,3,25,42,62,0.8,0.022,16,8
0.743,0.698,0.827,0.827,3,28,42,50,0.85,0.022,16,8
0.743,0.698,0.816,0.816,2,31,42,37,0.9,0.022,16,8
0.743,0.698,0.788,0.788,0,38,42,15,0.95,0.022,16,8
0.743,0.615,0.631,0.631,59,7,42,66,0.5,0.045,16,8
0.743,0.615,0.832,0.832,2,28,42,16,0.8,0.045,16,8
0.743,0.615,0.816,0.816,2,31,42,13,0.85,0.045,16,8
0.743,0.615,0.816,0.816,2,31,42,11,0.9,0.045,16,8
0.743,0.615,0.737,0.737,0,47,42,4,0.95,0.045,16,8
0.743,0.615,0.816,0.816,14,19,42,2,0.5,0.18,16,8
0.743,0.615,0.615,0.615,0,69,42,0,0.8,0.18,16,8
0.743,0.615,0.615,0.615,0,69,42,0,0.85,0.18,16,8
0.743,0.615,0.615,0.615,0,69,42,0,0.9,0.18,16,8
0.743,0.615,0.615,0.615,0,69,42,0,0.95,0.18,16,8
0.743,0.709,0.631,0.631,59,7,44,1168,0.5,0.0,16,10
0.743,0.709,0.838,0.838,4,25,44,530,0.8,0.0,16,10
0.743,0.709,0.838,0.838,3,26,44,418,0.85,0.0,16,10
0.743,0.709,0.816,0.816,2,31,44,369,0.9,0.0,16,10
0.743,0.709,0.788,0.788,0,38,44,329,0.95,0.0,16,10
0.743,0.709,0.631,0.631,59,7,44,1001,0.5,0.001,16,10
0.743,0.709,0.838,0.838,4,25,44,363,0.8,0.001,16,10
0.743,0.709,0.838,0.838,3,26,44,251,0.85,0.001,16,10
0.743,0.709,0.816,0.816,2,31,44,202,0.9,0.001,16,10
0.743,0.709,0.788,0.788,0,38,44,162,0.95,0.001,16,10
0.743,0.709,0.631,0.631,59,7,44,883,0.5,0.003,16,10
0.743,0.709,0.838,0.838,4,25,44,318,0.8,0.003,16,10
0.743,0.709,0.838,0.838,3,26,44,206,0.85,0.003,16,10
0.743,0.709,0.816,0.816,2,31,44,157,0.9,0.003,16,10
0.743,0.709,0.788,0.788,0,38,44,117,0.95,0.003,16,10
0.743,0.709,0.631,0.631,59,7,44,647,0.5,0.006,16,10
0.743,0.709,0.838,0.838,4,25,44,270,0.8,0.006,16,10
0.743,0.709,0.838,0.838,3,26,44,158,0.85,0.006,16,10
0.743,0.709,0.816,0.816,2,31,44,109,0.9,0.006,16,10
0.743,0.709,0.788,0.788,0,38,44,69,0.95,0.006,16,10
0.743,0.709,0.631,0.631,59,7,44,358,0.5,0.011,16,10
0.743,0.709,0.838,0.838,4,25,44,137,0.8,0.011,16,10
0.743,0.709,0.827,0.827,3,28,44,95,0.85,0.011,16,10
0.743,0.709,0.816,0.816,2,31,44,69,0.9,0.011,16,10
0.743,0.709,0.788,0.788,0,38,44,29,0.95,0.011,16,10
0.743,0.698,0.631,0.631,59,7,44,179,0.5,0.022,16,10
0.743,0.698,0.844,0.844,3,25,44,58,0.8,0.022,16,10
0.743,0.698,0.827,0.827,3,28,44,49,0.85,0.022,16,10
0.743,0.698,0.816,0.816,2,31,44,37,0.9,0.022,16,10
0.743,0.698,0.788,0.788,0,38,44,14,0.95,0.022,16,10
0.743,0.615,0.631,0.631,59,7,44,68,0.5,0.045,16,10
0.743,0.615,0.832,0.832,2,28,44,18,0.8,0.045,16,10
0.743,0.615,0.816,0.816,2,31,44,15,0.85,0.045,16,10
0.743,0.615,0.816,0.816,2,31,44,13,0.9,0.045,16,10
0.743,0.615,0.737,0.737,0,47,44,5,0.95,0.045,16,10
0.743,0.615,0.816,0.816,14,19,44,1,0.5,0.18,16,10
0.743,0.615,0.615,0.615,0,69,44,0,0.8,0.18,16,10
0.743,0.615,0.615,0.615,0,69,44,0,0.85,0.18,16,10
0.743,0.615,0.615,0.615,0,69,44,0,0.9,0.18,16,10
0.743,0.615,0.615,0.615,0,69,44,0,0.95,0.18,16,10
0.743,0.709,0.631,0.631,59,7,46,1183,0.5,0.0,16,12
0.743,0.709,0.838,0.838,4,25,46,540,0.8,0.0,16,12
0.743,0.709,0.838,0.838,3,26,46,438,0.85,0.0,16,12
0.743,0.709,0.816,0.816,2,31,46,389,0.9,0.0,16,12
0.743,0.709,0.788,0.788,0,38,46,350,0.95,0.0,16,12
0.743,0.709,0.631,0.631,59,7,46,1008,0.5,0.001,16,12
0.743,0.709,0.838,0.838,4,25,46,365,0.8,0.001,16,12
0.743,0.709,0.838,0.838,3,26,46,263,0.85,0.001,16,12
0.743,0.709,0.816,0.816,2,31,46,214,0.9,0.001,16,12
0.743,0.709,0.788,0.788,0,38,46,175,0.95,0.001,16,12
0.743,0.709,0.631,0.631,59,7,46,889,0.5,0.003,16,12
0.743,0.709,0.838,0.838,4,25,46,317,0.8,0.003,16,12
0.743,0.709,0.838,0.838,3,26,46,215,0.85,0.003,16,12
0.743,0.709,0.816,0.816,2,31,46,166,0.9,0.003,16,12
0.743,0.709,0.788,0.788,0,38,46,127,0.95,0.003,16,12
0.743,0.709,0.631,0.631,59,7,46,632,0.5,0.006,16,12
0.743,0.709,0.838,0.838,4,25,46,258,0.8,0.006,16,12
0.743,0.709,0.838,0.838,3,26,46,156,0.85,0.006,16,12
0.743,0.709,0.816,0.816,2,31,46,107,0.9,0.006,16,12
0.743,0.709,0.788,0.788,0,38,46,68,0.95,0.006,16,12
0.743,0.709,0.631,0.631,59,7,46,355,0.5,0.011,16,12
0.743,0.709,0.838,0.838,4,25,46,133,0.8,0.011,16,12
0.743,0.709,0.827,0.827,3,28,46,94,0.85,0.011,16,12
0.743,0.709,0.816,0.816,2,31,46,67,0.9,0.011,16,12
0.743,0.709,0.788,0.788,0,38,46,28,0.95,0.011,16,12
0.743,0.698,0.631,0.631,59,7,46,173,0.5,0.022,16,12
0.743,0.698,0.844,0.844,3,25,46,56,0.8,0.022,16,12
0.743,0.698,0.827,0.827,3,28,46,47,0.85,0.022,16,12
0.743,0.698,0.816,0.816,2,31,46,35,0.9,0.022,16,12
0.743,0.698,0.788,0.788,0,38,46,13,0.95,0.022,16,12
0.743,0.615,0.631,0.631,59,7,46,67,0.5,0.045,16,12
0.743,0.615,0.832,0.832,2,28,46,18,0.8,0.045,16,12
0.743,0.615,0.816,0.816,2,31,46,15,0.85,0.045,16,12
0.743,0.615,0.816,0.816,2,31,46,12,0.9,0.045,16,12
0.743,0.615,0.737,0.737,0,47,46,5,0.95,0.045,16,12
0.743,0.615,0.816,0.816,14,19,46,1,0.5,0.18,16,12
0.743,0.615,0.615,0.615,0,69,46,0,0.8,0.18,16,12
0.743,0.615,0.615,0.615,0,69,46,0,0.85,0.18,16,12
0.743,0.615,0.615,0.615,0,69,46,0,0.9,0.18,16,12
0.743,0.615,0.615,0.615,0,69,46,0,0.95,0.18,16,12
0.743,0.726,0.631,0.631,59,7,48,1197,0.5,0.0,16,14
0.743,0.726,0.832,0.832,5,25,48,555,0.8,0.0,16,14
0.743,0.726,0.832,0.832,4,26,48,452,0.85,0.0,16,14
0.743,0.726,0.81,0.81,3,31,48,402,0.9,0.0,16,14
0.743,0.726,0.788,0.799,0,36,48,369,0.95,0.0,16,14
0.743,0.726,0.631,0.631,59,7,48,1013,0.5,0.001,16,14
0.743,0.726,0.832,0.832,5,25,48,371,0.8,0.001,16,14
0.743,0.726,0.832,0.832,4,26,48,268,0.85,0.001,16,14
0.743,0.726,0.81,0.81,3,31,48,218,0.9,0.001,16,14
0.743,0.726,0.788,0.799,0,36,48,185,0.95,0.001,16,14
0.743,0.726,0.631,0.631,59,7,48,877,0.5,0.003,16,14
0.743,0.726,0.832,0.832,5,25,48,315,0.8,0.003,16,14
0.743,0.726,0.832,0.832,4,26,48,212,0.85,0.003,16,14
0.743,0.726,0.81,0.81,3,31,48,162,0.9,0.003,16,14
0.743,0.726,0.788,0.799,0,36,48,129,0.95,0.003,16,14
0.743,0.726,0.631,0.631,59,7,48,626,0.5,0.006,16,14
0.743,0.726,0.832,0.832,5,25,48,259,0.8,0.006,16,14
0.743,0.726,0.832,0.832,4,26,48,156,0.85,0.006,16,14
0.743,0.726,0.81,0.81,3,31,48,106,0.9,0.006,16,14
0.743,0.726,0.788,0.799,0,36,48,73,0.95,0.006,16,14
0.743,0.709,0.631,0.631,59,7,48,348,0.5,0.011,16,14
0.743,0.709,0.832,0.832,5,25,48,132,0.8,0.011,16,14
0.743,0.709,0.821,0.821,4,28,48,91,0.85,0.011,16,14
0.743,0.709,0.81,0.81,3,31,48,61,0.9,0.011,16,14
0.743,0.709,0.788,0.788,0,38,48,28,0.95,0.011,16,14
0.743,0.698,0.631,0.631,59,7,48,166,0.5,0.022,16,14
0.743,0.698,0.844,0.844,3,25,48,51,0.8,0.022,16,14
0.743,0.698,0.827,0.827,3,28,48,42,0.85,0.022,16,14
0.743,0.698,0.816,0.816,2,31,48,31,0.9,0.022,16,14
0.743,0.698,0.788,0.788,0,38,48,12,0.95,0.022,16,14
0.743,0.615,0.631,0.631,59,7,48,63,0.5,0.045,16,14
0.743,0.615,0.832,0.832,2,28,48,16,0.8,0.045,16,14
0.743,0.615,0.816,0.816,2,31,48,13,0.85,0.045,16,14
0.743,0.615,0.816,0.816,2,31,48,11,0.9,0.045,16,14
0.743,0.615,0.737,0.737,0,47,48,4,0.95,0.045,16,14
0.743,0.615,0.816,0.816,14,19,48,1,0.5,0.18,16,14
0.743,0.615,0.615,0.615,0,69,48,0,0.8,0.18,16,14
0.743,0.615,0.615,0.615,0,69,48,0,0.85,0.18,16,14
0.743,0.615,0.615,0.615,0,69,48,0,0.9,0.18,16,14
0.743,0.615,0.615,0.615,0,69,48,0,0.95,0.18,16,14
0.743,0.743,0.631,0.631,59,7,50,1277,0.5,0.0,16,16
0.743,0.743,0.832,0.832,5,25,50,596,0.8,0.0,16,16
0.743,0.743,0.832,0.832,4,26,50,492,0.85,0.0,16,16
0.743,0.743,0.81,0.81,3,31,50,445,0.9,0.0,16,16
0.743,0.743,0.788,0.799,0,36,50,400,0.95,0.0,16,16
0.743,0.743,0.631,0.631,59,7,50,1084,0.5,0.001,16,16
0.743,0.743,0.832,0.832,5,25,50,403,0.8,0.001,16,16
0.743,0.743,0.832,0.832,4,26,50,299,0.85,0.001,16,16
0.743,0.743,0.81,0.81,3,31,50,252,0.9,0.001,16,16
0.743,0.743,0.788,0.799,0,36,50,207,0.95,0.001,16,16
0.743,0.743,0.631,0.631,59,7,50,930,0.5,0.003,16,16
0.743,0.743,0.832,0.832,5,25,50,340,0.8,0.003,16,16
0.743,0.743,0.832,0.832,4,26,50,236,0.85,0.003,16,16
0.743,0.743,0.81,0.81,3,31,50,189,0.9,0.003,16,16
0.743,0.743,0.788,0.799,0,36,50,144,0.95,0.003,16,16
0.743,0.743,0.631,0.631,59,7,50,655,0.5,0.006,16,16
0.743,0.743,0.832,0.832,5,25,50,275,0.8,0.006,16,16
0.743,0.743,0.832,0.832,4,26,50,171,0.85,0.006,16,16
0.743,0.743,0.81,0.81,3,31,50,124,0.9,0.006,16,16
0.743,0.743,0.788,0.799,0,36,50,79,0.95,0.006,16,16
0.743,0.726,0.631,0.631,59,7,50,362,0.5,0.011,16,16
0.743,0.726,0.832,0.832,5,25,50,144,0.8,0.011,16,16
0.743,0.726,0.821,0.821,4,28,50,102,0.85,0.011,16,16
0.743,0.726,0.81,0.81,3,31,50,75,0.9,0.011,16,16
0.743,0.726,0.788,0.788,0,38,50,30,0.95,0.011,16,16
0.743,0.698,0.631,0.631,59,7,50,176,0.5,0.022,16,16
0.743,0.698,0.844,0.844,3,25,50,60,0.8,0.022,16,16
0.743,0.698,0.827,0.827,3,28,50,50,0.85,0.022,16,16
0.743,0.698,0.816,0.816,2,31,50,38,0.9,0.022,16,16
0.743,0.698,0.788,0.788,0,38,50,13,0.95,0.022,16,16
0.743,0.615,0.631,0.631,59,7,50,64,0.5,0.045,16,16
0.743,0.615,0.832,0.832,2,28,50,18,0.8,0.045,16,16
0.743,0.615,0.816,0.816,2,31,50,15,0.85,0.045,16,16
0.743,0.615,0.816,0.816,2,31,50,13,0.9,0.045,16,16
0.743,0.615,0.737,0.737,0,47,50,4,0.95,0.045,16,16
0.743,0.615,0.816,0.816,14,19,50,1,0.5,0.18,16,16
0.743,0.615,0.615,0.615,0,69,50,0,0.8,0.18,16,16
0.743,0.615,0.615,0.615,0,69,50,0,0.85,0.18,16,16
0.743,0.615,0.615,0.615,0,69,50,0,0.9,0.18,16,16
0.743,0.615,0.615,0.615,0,69,50,0,0.95,0.18,16,16
0.743,0.743,0.631,0.631,59,7,52,1300,0.5,0.0,16,18
0.743,0.743,0.832,0.832,5,25,52,602,0.8,0.0,16,18
0.743,0.743,0.832,0.832,4,26,52,492,0.85,0.0,16,18
0.743,0.743,0.81,0.81,3,31,52,444,0.9,0.0,16,18
0.743,0.743,0.788,0.799,0,36,52,402,0.95,0.0,16,18
0.743,0.743,0.631,0.631,59,7,52,1105,0.5,0.001,16,18
0.743,0.743,0.832,0.832,5,25,52,407,0.8,0.001,16,18
0.743,0.743,0.832,0.832,4,26,52,297,0.85,0.001,16,18
0.743,0.743,0.81,0.81,3,31,52,249,0.9,0.001,16,18
0.743,0.743,0.788,0.799,0,36,52,207,0.95,0.001,16,18
0.743,0.743,0.631,0.631,59,7,52,943,0.5,0.003,16,18
0.743,0.743,0.832,0.832,5,25,52,340,0.8,0.003,16,18
0.743,0.743,0.832,0.832,4,26,52,230,0.85,0.003,16,18
0.743,0.743,0.81,0.81,3,31,52,182,0.9,0.003,16,18
0.743,0.743,0.788,0.799,0,36,52,140,0.95,0.003,16,18
0.743,0.743,0.631,0.631,59,7,52,673,0.5,0.006,16,18
0.743,0.743,0.832,0.832,5,25,52,282,0.8,0.006,16,18
0.743,0.743,0.832,0.832,4,26,52,172,0.85,0.006,16,18
0.743,0.743,0.81,0.81,3,31,52,124,0.9,0.006,16,18
0.743,0.743,0.788,0.799,0,36,52,82,0.95,0.006,16,18
0.743,0.726,0.631,0.631,59,7,52,371,0.5,0.011,16,18
0.743,0.726,0.832,0.832,5,25,52,141,0.8,0.011,16,18
0.743,0.726,0.821,0.821,4,28,52,96,0.85,0.011,16,18
0.743,0.726,0.81,0.81,3,31,52,71,0.9,0.011,16,18
0.743,0.726,0.788,0.788,0,38,52,29,0.95,0.011,16,18
0.743,0.698,0.631,0.631,59,7,52,165,0.5,0.022,16,18
0.743,0.698,0.844,0.844,3,25,52,58,0.8,0.022,16,18
0.743,0.698,0.827,0.827,3,28,52,47,0.85,0.022,16,18
0.743,0.698,0.816,0.816,2,31,52,37,0.9,0.022,16,18
0.743,0.698,0.788,0.788,0,38,52,12,0.95,0.022,16,18
0.743,0.615,0.631,0.631,59,7,52,65,0.5,0.045,16,18
0.743,0.615,0.832,0.832,2,28,52,18,0.8,0.045,16,18
0.743,0.615,0.816,0.816,2,31,52,15,0.85,0.045,16,18
0.743,0.615,0.816,0.816,2,31,52,13,0.9,0.045,16,18
0.743,0.615,0.737,0.737,0,47,52,4,0.95,0.045,16,18
0.743,0.615,0.816,0.816,14,19,52,1,0.5,0.18,16,18
0.743,0.615,0.615,0.615,0,69,52,0,0.8,0.18,16,18
0.743,0.615,0.615,0.615,0,69,52,0,0.85,0.18,16,18
0.743,0.615,0.615,0.615,0,69,52,0,0.9,0.18,16,18
0.743,0.615,0.615,0.615,0,69,52,0,0.95,0.18,16,18
0.743,0.709,0.631,0.631,59,7,40,1073,0.5,0.0,18,4
0.743,0.709,0.793,0.793,2,35,40,494,0.8,0.0,18,4
0.743,0.709,0.793,0.793,1,36,40,407,0.85,0.0,18,4
0.743,0.709,0.737,0.737,0,47,40,366,0.9,0.0,18,4
0.743,0.709,0.737,0.737,0,47,40,336,0.95,0.0,18,4
0.743,0.709,0.631,0.631,59,7,40,880,0.5,0.001,18,4
0.743,0.709,0.793,0.793,2,35,40,301,0.8,0.001,18,4
0.743,0.709,0.793,0.793,1,36,40,214,0.85,0.001,18,4
0.743,0.709,0.737,0.737,0,47,40,173,0.9,0.001,18,4
0.743,0.709,0.737,0.737,0,47,40,143,0.95,0.001,18,4
0.743,0.709,0.631,0.631,59,7,40,773,0.5,0.003,18,4
0.743,0.709,0.793,0.793,2,35,40,267,0.8,0.003,18,4
0.743,0.709,0.793,0.793,1,36,40,180,0.85,0.003,18,4
0.743,0.709,0.737,0.737,0,47,40,139,0.9,0.003,18,4
0.743,0.709,0.737,0.737,0,47,40,109,0.95,0.003,18,4
0.743,0.709,0.631,0.631,59,7,40,564,0.5,0.006,18,4
0.743,0.709,0.793,0.793,2,35,40,224,0.8,0.006,18,4
0.743,0.709,0.793,0.793,1,36,40,137,0.85,0.006,18,4
0.743,0.709,0.737,0.737,0,47,40,96,0.9,0.006,18,4
0.743,0.709,0.737,0.737,0,47,40,66,0.95,0.006,18,4
0.743,0.709,0.631,0.631,59,7,40,333,0.5,0.011,18,4
0.743,0.709,0.793,0.793,2,35,40,115,0.8,0.011,18,4
0.743,0.709,0.777,0.777,1,39,40,79,0.85,0.011,18,4
0.743,0.709,0.737,0.737,0,47,40,63,0.9,0.011,18,4
0.743,0.709,0.737,0.737,0,47,40,33,0.95,0.011,18,4
0.743,0.698,0.631,0.631,59,7,40,184,0.5,0.022,18,4
0.743,0.698,0.799,0.799,1,35,40,55,0.8,0.022,18,4
0.743,0.698,0.777,0.777,1,39,40,42,0.85,0.022,18,4
0.743,0.698,0.737,0.737,0,47,40,34,0.9,0.022,18,4
0.743,0.698,0.737,0.737,0,47,40,16,0.95,0.022,18,4
0.743,0.615,0.631,0.631,59,7,40,78,0.5,0.045,18,4
0.743,0.615,0.771,0.771,0,41,40,16,0.8,0.045,18,4
0.743,0.615,0.749,0.749,0,45,40,12,0.85,0.045,18,4
0.743,0.615,0.737,0.737,0,47,40,11,0.9,0.045,18,4
0.743,0.615,0.737,0.737,0,47,40,6,0.95,0.045,18,4
0.743,0.615,0.816,0.816,14,19,40,2,0.5,0.18,18,4
0.743,0.615,0.615,0.615,0,69,40,0,0.8,0.18,18,4
0.743,0.615,0.615,0.615,0,69,40,0,0.85,0.18,18,4
0.743,0.615,0.615,0.615,0,69,40,0,0.9,0.18,18,4
0.743,0.615,0.615,0.615,0,69,40,0,0.95,0.18,18,4
0.743,0.709,0.631,0.631,59,7,42,1119,0.5,0.0,18,6
0.743,0.709,0.793,0.793,2,35,42,513,0.8,0.0,18,6
0.743,0.709,0.793,0.793,1,36,42,425,0.85,0.0,18,6
0.743,0.709,0.737,0.737,0,47,42,384,0.9,0.0,18,6
0.743,0.709,0.737,0.737,0,47,42,351,0.95,0.0,18,6
0.743,0.709,0.631,0.631,59,7,42,920,0.5,0.001,18,6
0.743,0.709,0.793,0.793,2,35,42,314,0.8,0.001,18,6
0.743,0.709,0.793,0.793,1,36,42,226,0.85,0.001,18,6
0.743,0.709,0.737,0.737,0,47,42,185,0.9,0.001,18,6
0.743,0.709,0.737,0.737,0,47,42,152,0.95,0.001,18,6
0.743,0.709,0.631,0.631,59,7,42,799,0.5,0.003,18,6
0.743,0.709,0.793,0.793,2,35,42,275,0.8,0.003,18,6
0.743,0.709,0.793,0.793,1,36,42,187,0.85,0.003,18,6
0.743,0.709,0.737,0.737,0,47,42,146,0.9,0.003,18,6
0.743,0.709,0.737,0.737,0,47,42,113,0.95,0.003,18,6
0.743,0.709,0.631,0.631,59,7,42,574,0.5,0.006,18,6
0.743,0.709,0.793,0.793,2,35,42,230,0.8,0.006,18,6
0.743,0.709,0.793,0.793,1,36,42,142,0.85,0.006,18,6
0.743,0.709,0.737,0.737,0,47,42,101,0.9,0.006,18,6
0.743,0.709,0.737,0.737,0,47,42,68,0.95,0.006,18,6
0.743,0.709,0.631,0.631,59,7,42,329,0.5,0.011,18,6
0.743,0.709,0.793,0.793,2,35,42,113,0.8,0.011,18,6
0.743,0.709,0.777,0.777,1,39,42,81,0.85,0.011,18,6
0.743,0.709,0.737,0.737,0,47,42,66,0.9,0.011,18,6
0.743,0.709,0.737,0.737,0,47,42,33,0.95,0.011,18,6
0.743,0.698,0.631,0.631,59,7,42,170,0.5,0.022,18,6
0.743,0.698,0.799,0.799,1,35,42,50,0.8,0.022,18,6
0.743,0.698,0.777,0.777,1,39,42,41,0.85,0.022,18,6
0.743,0.698,0.737,0.737,0,47,42,33,0.9,0.022,18,6
0.743,0.698,0.737,0.737,0,47,42,15,0.95,0.022,18,6
0.743,0.615,0.631,0.631,59,7,42,69,0.5,0.045,18,6
0.743,0.615,0.771,0.771,0,41,42,13,0.8,0.045,18,6
0.743,0.615,0.749,0.749,0,45,42,11,0.85,0.045,18,6
0.743,0.615,0.737,0.737,0,47,42,10,0.9,0.045,18,6
0.743,0.615,0.737,0.737,0,47,42,5,0.95,0.045,18,6
0.743,0.615,0.816,0.816,14,19,42,2,0.5,0.18,18,6
0.743,0.615,0.615,0.615,0,69,42,0,0.8,0.18,18,6
0.743,0.615,0.615,0.615,0,69,42,0,0.85,0.18,18,6
0.743,0.615,0.615,0.615,0,69,42,0,0.9,0.18,18,6
0.743,0.615,0.615,0.615,0,69,42,0,0.95,0.18,18,6
0.743,0.709,0.631,0.631,59,7,44,1209,0.5,0.0,18,8
